------------------------------------------------------------------------------------
Date: 5/2/2025 -- 08:47:32 (uptime: 0d, 00h 00m 15s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
flow.recycler.queue_avg                       | Total                     | 3
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 3008512
http.memuse                                   | Total                     | 63798
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/2/2025 -- 09:36:03 (uptime: 0d, 00h 04m 15s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 18870
capture.afpacket.polls                        | Total                     | 36458
capture.afpacket.poll_timeout                 | Total                     | 28611
capture.afpacket.poll_data                    | Total                     | 7847
decoder.pkts                                  | Total                     | 18870
decoder.bytes                                 | Total                     | 5053699
decoder.ipv4                                  | Total                     | 18870
decoder.ethernet                              | Total                     | 18870
decoder.tcp                                   | Total                     | 18870
tcp.syn                                       | Total                     | 1211
tcp.synack                                    | Total                     | 1211
decoder.avg_pkt_size                          | Total                     | 267
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 335
flow.total                                    | Total                     | 1224
flow.active                                   | Total                     | 348
flow.tcp                                      | Total                     | 1224
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 14
flow.wrk.spare_sync_incomplete                | Total                     | 1
flow.wrk.flows_evicted_needs_work             | Total                     | 68
flow.wrk.flows_evicted_pkt_inject             | Total                     | 68
flow.wrk.flows_evicted                        | Total                     | 7
flow.wrk.flows_injected                       | Total                     | 68
flow.wrk.flows_injected_max                   | Total                     | 1
tcp.sessions                                  | Total                     | 1211
tcp.ssn_from_cache                            | Total                     | 68
tcp.ssn_from_pool                             | Total                     | 1143
tcp.segment_from_cache                        | Total                     | 237
tcp.segment_from_pool                         | Total                     | 5352
app_layer.flow.http                           | Total                     | 1208
app_layer.tx.http                             | Total                     | 1211
flow.end.state.closed                         | Total                     | 876
flow.end.tcp_state.closed                     | Total                     | 876
flow.mgr.full_hash_pass                       | Total                     | 27
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10705
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 2257
flow.mgr.flows_notimeout                      | Total                     | 1381
flow.mgr.flows_timeout                        | Total                     | 876
flow.mgr.flows_evicted                        | Total                     | 876
flow.mgr.flows_evicted_needs_work             | Total                     | 68
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 808
flow.recycler.queue_avg                       | Total                     | 3
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 3072000
http.memuse                                   | Total                     | 74282
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/2/2025 -- 09:36:11 (uptime: 0d, 00h 04m 23s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 19526
capture.afpacket.polls                        | Total                     | 37804
capture.afpacket.poll_timeout                 | Total                     | 29665
capture.afpacket.poll_data                    | Total                     | 8139
decoder.pkts                                  | Total                     | 19604
decoder.bytes                                 | Total                     | 5264085
decoder.ipv4                                  | Total                     | 19604
decoder.ethernet                              | Total                     | 19604
decoder.tcp                                   | Total                     | 19604
tcp.syn                                       | Total                     | 1259
tcp.synack                                    | Total                     | 1259
decoder.avg_pkt_size                          | Total                     | 268
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 340
flow.total                                    | Total                     | 1272
flow.active                                   | Total                     | 353
flow.tcp                                      | Total                     | 1272
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 17
flow.wrk.spare_sync_incomplete                | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 71
flow.wrk.flows_evicted_pkt_inject             | Total                     | 71
flow.wrk.flows_evicted                        | Total                     | 9
flow.wrk.flows_injected                       | Total                     | 71
flow.wrk.flows_injected_max                   | Total                     | 1
tcp.sessions                                  | Total                     | 1259
tcp.ssn_from_cache                            | Total                     | 71
tcp.ssn_from_pool                             | Total                     | 1188
tcp.segment_from_cache                        | Total                     | 246
tcp.segment_from_pool                         | Total                     | 5559
app_layer.flow.http                           | Total                     | 1255
app_layer.tx.http                             | Total                     | 1259
flow.end.state.closed                         | Total                     | 919
flow.end.tcp_state.closed                     | Total                     | 919
flow.mgr.full_hash_pass                       | Total                     | 28
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10748
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 2349
flow.mgr.flows_notimeout                      | Total                     | 1429
flow.mgr.flows_timeout                        | Total                     | 920
flow.mgr.flows_evicted                        | Total                     | 920
flow.mgr.flows_evicted_needs_work             | Total                     | 71
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 848
flow.recycler.queue_avg                       | Total                     | 3
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 3065856
http.memuse                                   | Total                     | 80736
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/2/2025 -- 09:36:19 (uptime: 0d, 00h 04m 31s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 19748
capture.afpacket.polls                        | Total                     | 38774
capture.afpacket.poll_timeout                 | Total                     | 30559
capture.afpacket.poll_data                    | Total                     | 8203
decoder.pkts                                  | Total                     | 19742
decoder.bytes                                 | Total                     | 5339924
decoder.ipv4                                  | Total                     | 19742
decoder.ethernet                              | Total                     | 19742
decoder.tcp                                   | Total                     | 19742
tcp.syn                                       | Total                     | 1261
tcp.synack                                    | Total                     | 1261
decoder.avg_pkt_size                          | Total                     | 270
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 290
flow.total                                    | Total                     | 1274
flow.active                                   | Total                     | 303
flow.tcp                                      | Total                     | 1274
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 17
flow.wrk.spare_sync_incomplete                | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 94
flow.wrk.flows_evicted_pkt_inject             | Total                     | 96
flow.wrk.flows_evicted                        | Total                     | 9
flow.wrk.flows_injected                       | Total                     | 94
flow.wrk.flows_injected_max                   | Total                     | 1
tcp.sessions                                  | Total                     | 1261
tcp.ssn_from_cache                            | Total                     | 71
tcp.ssn_from_pool                             | Total                     | 1190
tcp.segment_from_cache                        | Total                     | 246
tcp.segment_from_pool                         | Total                     | 5585
app_layer.flow.http                           | Total                     | 1261
app_layer.tx.http                             | Total                     | 1261
flow.end.state.established                    | Total                     | 2
flow.end.state.closed                         | Total                     | 969
flow.end.tcp_state.established                | Total                     | 2
flow.end.tcp_state.closed                     | Total                     | 969
flow.mgr.full_hash_pass                       | Total                     | 29
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10505
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 2450
flow.mgr.flows_notimeout                      | Total                     | 1481
flow.mgr.flows_timeout                        | Total                     | 969
flow.mgr.flows_evicted                        | Total                     | 969
flow.mgr.flows_evicted_needs_work             | Total                     | 74
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 877
flow.recycler.queue_avg                       | Total                     | 3
flow.recycler.queue_max                       | Total                     | 12
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1376256
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/2/2025 -- 09:36:19 (uptime: 0d, 00h 04m 31s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 19748
capture.afpacket.polls                        | Total                     | 38774
capture.afpacket.poll_timeout                 | Total                     | 30559
capture.afpacket.poll_data                    | Total                     | 8203
decoder.pkts                                  | Total                     | 19742
decoder.bytes                                 | Total                     | 5339924
decoder.ipv4                                  | Total                     | 19742
decoder.ethernet                              | Total                     | 19742
decoder.tcp                                   | Total                     | 19742
tcp.syn                                       | Total                     | 1261
tcp.synack                                    | Total                     | 1261
decoder.avg_pkt_size                          | Total                     | 270
decoder.max_pkt_size                          | Total                     | 1514
flow.total                                    | Total                     | 1274
flow.tcp                                      | Total                     | 1274
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 17
flow.wrk.spare_sync_incomplete                | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 94
flow.wrk.flows_evicted_pkt_inject             | Total                     | 96
flow.wrk.flows_evicted                        | Total                     | 9
flow.wrk.flows_injected                       | Total                     | 94
flow.wrk.flows_injected_max                   | Total                     | 1
tcp.sessions                                  | Total                     | 1261
tcp.ssn_from_cache                            | Total                     | 71
tcp.ssn_from_pool                             | Total                     | 1190
tcp.segment_from_cache                        | Total                     | 246
tcp.segment_from_pool                         | Total                     | 5585
app_layer.flow.http                           | Total                     | 1261
app_layer.tx.http                             | Total                     | 1261
flow.end.state.new                            | Total                     | 13
flow.end.state.established                    | Total                     | 2
flow.end.state.closed                         | Total                     | 1259
flow.end.tcp_state.established                | Total                     | 2
flow.end.tcp_state.closed                     | Total                     | 1259
flow.mgr.full_hash_pass                       | Total                     | 29
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10505
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 2450
flow.mgr.flows_notimeout                      | Total                     | 1481
flow.mgr.flows_timeout                        | Total                     | 969
flow.mgr.flows_evicted                        | Total                     | 969
flow.mgr.flows_evicted_needs_work             | Total                     | 74
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 1180
flow.recycler.queue_avg                       | Total                     | 4
flow.recycler.queue_max                       | Total                     | 260
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1376256
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/2/2025 -- 09:36:57 (uptime: 0d, 00h 00m 14s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 667
capture.afpacket.polls                        | Total                     | 824
capture.afpacket.poll_timeout                 | Total                     | 561
capture.afpacket.poll_data                    | Total                     | 263
decoder.pkts                                  | Total                     | 683
decoder.bytes                                 | Total                     | 145487
decoder.ipv4                                  | Total                     | 683
decoder.ethernet                              | Total                     | 683
decoder.tcp                                   | Total                     | 683
tcp.syn                                       | Total                     | 48
tcp.synack                                    | Total                     | 48
decoder.avg_pkt_size                          | Total                     | 213
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 48
flow.total                                    | Total                     | 51
flow.active                                   | Total                     | 51
flow.tcp                                      | Total                     | 51
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
tcp.sessions                                  | Total                     | 48
tcp.ssn_from_pool                             | Total                     | 48
tcp.segment_from_pool                         | Total                     | 216
app_layer.flow.http                           | Total                     | 48
app_layer.tx.http                             | Total                     | 48
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10100
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 16
flow.mgr.flows_notimeout                      | Total                     | 16
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1622016
http.memuse                                   | Total                     | 15864
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/2/2025 -- 09:36:59 (uptime: 0d, 00h 00m 16s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 730
capture.afpacket.polls                        | Total                     | 1184
capture.afpacket.poll_timeout                 | Total                     | 884
capture.afpacket.poll_data                    | Total                     | 288
decoder.pkts                                  | Total                     | 726
decoder.bytes                                 | Total                     | 154287
decoder.ipv4                                  | Total                     | 726
decoder.ethernet                              | Total                     | 726
decoder.tcp                                   | Total                     | 726
tcp.syn                                       | Total                     | 51
tcp.synack                                    | Total                     | 51
decoder.avg_pkt_size                          | Total                     | 212
decoder.max_pkt_size                          | Total                     | 1514
flow.total                                    | Total                     | 55
flow.tcp                                      | Total                     | 55
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
flow.wrk.flows_evicted_needs_work             | Total                     | 5
flow.wrk.flows_evicted_pkt_inject             | Total                     | 6
flow.wrk.flows_injected                       | Total                     | 5
tcp.sessions                                  | Total                     | 51
tcp.ssn_from_pool                             | Total                     | 51
tcp.segment_from_pool                         | Total                     | 228
app_layer.flow.http                           | Total                     | 51
app_layer.tx.http                             | Total                     | 51
flow.end.state.new                            | Total                     | 4
flow.end.state.established                    | Total                     | 1
flow.end.state.closed                         | Total                     | 50
flow.end.tcp_state.established                | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 50
flow.mgr.full_hash_pass                       | Total                     | 1
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10100
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 27
flow.mgr.flows_notimeout                      | Total                     | 27
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 50
flow.recycler.queue_avg                       | Total                     | 4
flow.recycler.queue_max                       | Total                     | 25
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1376256
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/2/2025 -- 09:39:17 (uptime: 0d, 00h 00m 13s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 638
capture.afpacket.polls                        | Total                     | 807
capture.afpacket.poll_timeout                 | Total                     | 556
capture.afpacket.poll_data                    | Total                     | 251
decoder.pkts                                  | Total                     | 650
decoder.bytes                                 | Total                     | 137055
decoder.ipv4                                  | Total                     | 650
decoder.ethernet                              | Total                     | 650
decoder.tcp                                   | Total                     | 650
tcp.syn                                       | Total                     | 48
tcp.synack                                    | Total                     | 48
decoder.avg_pkt_size                          | Total                     | 210
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 48
flow.total                                    | Total                     | 51
flow.active                                   | Total                     | 51
flow.tcp                                      | Total                     | 51
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
tcp.sessions                                  | Total                     | 48
tcp.ssn_from_pool                             | Total                     | 48
tcp.segment_from_pool                         | Total                     | 202
app_layer.flow.http                           | Total                     | 44
app_layer.tx.http                             | Total                     | 48
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10100
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 9
flow.mgr.flows_notimeout                      | Total                     | 9
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1626112
http.memuse                                   | Total                     | 15864
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/2/2025 -- 09:39:25 (uptime: 0d, 00h 00m 21s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 716
capture.afpacket.polls                        | Total                     | 1942
capture.afpacket.poll_timeout                 | Total                     | 1617
capture.afpacket.poll_data                    | Total                     | 325
decoder.pkts                                  | Total                     | 781
decoder.bytes                                 | Total                     | 169613
decoder.ipv4                                  | Total                     | 781
decoder.ethernet                              | Total                     | 781
decoder.tcp                                   | Total                     | 781
tcp.syn                                       | Total                     | 60
tcp.synack                                    | Total                     | 59
decoder.avg_pkt_size                          | Total                     | 217
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 60
flow.total                                    | Total                     | 72
flow.active                                   | Total                     | 72
flow.tcp                                      | Total                     | 72
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
tcp.sessions                                  | Total                     | 60
tcp.ssn_from_pool                             | Total                     | 60
tcp.segment_from_pool                         | Total                     | 240
app_layer.flow.http                           | Total                     | 52
app_layer.tx.http                             | Total                     | 54
flow.mgr.full_hash_pass                       | Total                     | 1
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10100
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 56
flow.mgr.flows_notimeout                      | Total                     | 56
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1859584
http.memuse                                   | Total                     | 23496
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/2/2025 -- 09:39:33 (uptime: 0d, 00h 00m 29s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1441
capture.afpacket.polls                        | Total                     | 2928
capture.afpacket.poll_timeout                 | Total                     | 2318
capture.afpacket.poll_data                    | Total                     | 610
decoder.pkts                                  | Total                     | 1441
decoder.bytes                                 | Total                     | 317013
decoder.ipv4                                  | Total                     | 1441
decoder.ethernet                              | Total                     | 1441
decoder.tcp                                   | Total                     | 1441
tcp.syn                                       | Total                     | 97
tcp.synack                                    | Total                     | 97
decoder.avg_pkt_size                          | Total                     | 219
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 97
flow.total                                    | Total                     | 110
flow.active                                   | Total                     | 110
flow.tcp                                      | Total                     | 110
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
tcp.sessions                                  | Total                     | 97
tcp.ssn_from_pool                             | Total                     | 97
tcp.segment_from_pool                         | Total                     | 449
app_layer.flow.http                           | Total                     | 97
app_layer.tx.http                             | Total                     | 97
flow.mgr.full_hash_pass                       | Total                     | 2
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10100
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 95
flow.mgr.flows_notimeout                      | Total                     | 95
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1886208
http.memuse                                   | Total                     | 22364
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/2/2025 -- 09:39:41 (uptime: 0d, 00h 00m 37s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 2148
capture.afpacket.polls                        | Total                     | 4222
capture.afpacket.poll_timeout                 | Total                     | 3376
capture.afpacket.poll_data                    | Total                     | 846
decoder.pkts                                  | Total                     | 2148
decoder.bytes                                 | Total                     | 474708
decoder.ipv4                                  | Total                     | 2148
decoder.ethernet                              | Total                     | 2148
decoder.tcp                                   | Total                     | 2148
tcp.syn                                       | Total                     | 145
tcp.synack                                    | Total                     | 145
decoder.avg_pkt_size                          | Total                     | 221
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 145
flow.total                                    | Total                     | 158
flow.active                                   | Total                     | 158
flow.tcp                                      | Total                     | 158
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
tcp.sessions                                  | Total                     | 145
tcp.ssn_from_pool                             | Total                     | 145
tcp.segment_from_pool                         | Total                     | 669
app_layer.flow.http                           | Total                     | 145
app_layer.tx.http                             | Total                     | 145
flow.mgr.full_hash_pass                       | Total                     | 3
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10100
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 142
flow.mgr.flows_notimeout                      | Total                     | 142
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 2136064
http.memuse                                   | Total                     | 33490
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/2/2025 -- 09:39:49 (uptime: 0d, 00h 00m 45s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 2845
capture.afpacket.polls                        | Total                     | 5654
capture.afpacket.poll_timeout                 | Total                     | 4420
capture.afpacket.poll_data                    | Total                     | 1234
decoder.pkts                                  | Total                     | 2990
decoder.bytes                                 | Total                     | 670979
decoder.ipv4                                  | Total                     | 2990
decoder.ethernet                              | Total                     | 2990
decoder.tcp                                   | Total                     | 2990
tcp.syn                                       | Total                     | 200
tcp.synack                                    | Total                     | 200
decoder.avg_pkt_size                          | Total                     | 224
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 200
flow.total                                    | Total                     | 213
flow.active                                   | Total                     | 213
flow.tcp                                      | Total                     | 213
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
tcp.sessions                                  | Total                     | 200
tcp.ssn_from_pool                             | Total                     | 200
tcp.segment_from_pool                         | Total                     | 937
app_layer.flow.http                           | Total                     | 200
app_layer.tx.http                             | Total                     | 200
flow.mgr.full_hash_pass                       | Total                     | 4
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10100
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 196
flow.mgr.flows_notimeout                      | Total                     | 196
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 2426880
http.memuse                                   | Total                     | 52844
flow.memuse                                   | Total                     | 7629504
------------------------------------------------------------------------------------
Date: 5/2/2025 -- 09:39:57 (uptime: 0d, 00h 00m 53s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 3401
capture.afpacket.polls                        | Total                     | 6843
capture.afpacket.poll_timeout                 | Total                     | 5273
capture.afpacket.poll_data                    | Total                     | 1570
decoder.pkts                                  | Total                     | 3580
decoder.bytes                                 | Total                     | 783768
decoder.ipv4                                  | Total                     | 3580
decoder.ethernet                              | Total                     | 3580
decoder.tcp                                   | Total                     | 3580
tcp.syn                                       | Total                     | 237
tcp.synack                                    | Total                     | 237
decoder.avg_pkt_size                          | Total                     | 218
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 237
flow.total                                    | Total                     | 250
flow.active                                   | Total                     | 250
flow.tcp                                      | Total                     | 250
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
tcp.sessions                                  | Total                     | 237
tcp.ssn_from_pool                             | Total                     | 237
tcp.segment_from_pool                         | Total                     | 1143
app_layer.flow.http                           | Total                     | 234
app_layer.tx.http                             | Total                     | 235
flow.mgr.full_hash_pass                       | Total                     | 5
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10100
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 223
